SNID	SEARCH_PEAKMJD	REDSHIFT_CMB	REDSHIFT_CMB_ERR	files
212	0.0	0.0183392444348357	0.001	T21_sim_1000/212.snana.dat
213	0.0	0.0987505258868529	0.001	T21_sim_1000/213.snana.dat
214	0.0	0.0140592148775038	0.001	T21_sim_1000/214.snana.dat
215	0.0	0.0873109055130011	0.001	T21_sim_1000/215.snana.dat
216	0.0	0.0413318509408767	0.001	T21_sim_1000/216.snana.dat
217	0.0	0.0232318865151929	0.001	T21_sim_1000/217.snana.dat
218	0.0	0.0717713035363338	0.001	T21_sim_1000/218.snana.dat
219	0.0	0.0040434471120259	0.001	T21_sim_1000/219.snana.dat
220	0.0	0.0499289393947041	0.001	T21_sim_1000/220.snana.dat
221	0.0	0.0900839499767005	0.001	T21_sim_1000/221.snana.dat
222	0.0	0.0958016665305988	0.001	T21_sim_1000/222.snana.dat
223	0.0	0.0457219671427008	0.001	T21_sim_1000/223.snana.dat
224	0.0	0.0560790630240776	0.001	T21_sim_1000/224.snana.dat
225	0.0	0.0342475533675256	0.001	T21_sim_1000/225.snana.dat
226	0.0	0.0132246503636673	0.001	T21_sim_1000/226.snana.dat
227	0.0	0.0152217885341522	0.001	T21_sim_1000/227.snana.dat
228	0.0	0.0277586546150738	0.001	T21_sim_1000/228.snana.dat
229	0.0	0.0431402017415455	0.001	T21_sim_1000/229.snana.dat
230	0.0	0.0053352772355504	0.001	T21_sim_1000/230.snana.dat
231	0.0	0.0801839549519941	0.001	T21_sim_1000/231.snana.dat
232	0.0	0.0281332954930791	0.001	T21_sim_1000/232.snana.dat
233	0.0	0.0834794437833042	0.001	T21_sim_1000/233.snana.dat
234	0.0	0.0100102121582433	0.001	T21_sim_1000/234.snana.dat
235	0.0	0.0248850242435527	0.001	T21_sim_1000/235.snana.dat
236	0.0	0.0572533547341156	0.001	T21_sim_1000/236.snana.dat
237	0.0	0.0815671478497829	0.001	T21_sim_1000/237.snana.dat
238	0.0	0.0405766685447374	0.001	T21_sim_1000/238.snana.dat
239	0.0	0.0298104470055312	0.001	T21_sim_1000/239.snana.dat
240	0.0	0.027233419935436	0.001	T21_sim_1000/240.snana.dat
241	0.0	0.0134065361166335	0.001	T21_sim_1000/241.snana.dat
242	0.0	0.0627363293004563	0.001	T21_sim_1000/242.snana.dat
243	0.0	0.0752595425788631	0.001	T21_sim_1000/243.snana.dat
244	0.0	0.0733529853457274	0.001	T21_sim_1000/244.snana.dat
245	0.0	0.0299020346340528	0.001	T21_sim_1000/245.snana.dat
246	0.0	0.0967626149576605	0.001	T21_sim_1000/246.snana.dat
247	0.0	0.0079431512464212	0.001	T21_sim_1000/247.snana.dat
248	0.0	0.0854166840552066	0.001	T21_sim_1000/248.snana.dat
249	0.0	0.0549925932186686	0.001	T21_sim_1000/249.snana.dat
250	0.0	0.0303351728823208	0.001	T21_sim_1000/250.snana.dat
251	0.0	0.0954084367257051	0.001	T21_sim_1000/251.snana.dat
252	0.0	0.051205641940072	0.001	T21_sim_1000/252.snana.dat
253	0.0	0.0604766424020347	0.001	T21_sim_1000/253.snana.dat
254	0.0	0.0114393580098735	0.001	T21_sim_1000/254.snana.dat
255	0.0	0.0824491341604224	0.001	T21_sim_1000/255.snana.dat
256	0.0	0.0924137111916494	0.001	T21_sim_1000/256.snana.dat
257	0.0	0.0672665662046793	0.001	T21_sim_1000/257.snana.dat
258	0.0	0.0297671342838787	0.001	T21_sim_1000/258.snana.dat
259	0.0	0.0436398931097953	0.001	T21_sim_1000/259.snana.dat
260	0.0	0.0328756433610087	0.001	T21_sim_1000/260.snana.dat
261	0.0	0.0813132892430979	0.001	T21_sim_1000/261.snana.dat
262	0.0	0.0586615387982718	0.001	T21_sim_1000/262.snana.dat
263	0.0	0.0483390774205164	0.001	T21_sim_1000/263.snana.dat
264	0.0	0.0275841444466096	0.001	T21_sim_1000/264.snana.dat
265	0.0	0.032421082452442	0.001	T21_sim_1000/265.snana.dat
266	0.0	0.0249698526941307	0.001	T21_sim_1000/266.snana.dat
267	0.0	0.033074707162492	0.001	T21_sim_1000/267.snana.dat
268	0.0	0.0337766967715422	0.001	T21_sim_1000/268.snana.dat
269	0.0	0.081207450435423	0.001	T21_sim_1000/269.snana.dat
270	0.0	0.0140404653838592	0.001	T21_sim_1000/270.snana.dat
271	0.0	0.0443033873409008	0.001	T21_sim_1000/271.snana.dat
272	0.0	0.0416834673601274	0.001	T21_sim_1000/272.snana.dat
273	0.0	0.0347558746588116	0.001	T21_sim_1000/273.snana.dat
274	0.0	0.0333279714982606	0.001	T21_sim_1000/274.snana.dat
275	0.0	0.0281707995196702	0.001	T21_sim_1000/275.snana.dat
276	0.0	0.0590894697734736	0.001	T21_sim_1000/276.snana.dat
277	0.0	0.0905435686430272	0.001	T21_sim_1000/277.snana.dat
278	0.0	0.0267825324309137	0.001	T21_sim_1000/278.snana.dat
279	0.0	0.0225785790532001	0.001	T21_sim_1000/279.snana.dat
280	0.0	0.0805177706289179	0.001	T21_sim_1000/280.snana.dat
281	0.0	0.0520374471335585	0.001	T21_sim_1000/281.snana.dat
282	0.0	0.0046393490893321	0.001	T21_sim_1000/282.snana.dat
283	0.0	0.026926218320644	0.001	T21_sim_1000/283.snana.dat
284	0.0	0.0002224940379331	0.001	T21_sim_1000/284.snana.dat
285	0.0	0.0657796409827198	0.001	T21_sim_1000/285.snana.dat
286	0.0	0.0491255979803062	0.001	T21_sim_1000/286.snana.dat
287	0.0	0.0212135845607081	0.001	T21_sim_1000/287.snana.dat
288	0.0	0.0499806279378147	0.001	T21_sim_1000/288.snana.dat
289	0.0	0.0279570320898279	0.001	T21_sim_1000/289.snana.dat
290	0.0	0.0891075619400659	0.001	T21_sim_1000/290.snana.dat
291	0.0	0.0899063670128489	0.001	T21_sim_1000/291.snana.dat
292	0.0	0.0786927887870078	0.001	T21_sim_1000/292.snana.dat
293	0.0	0.0751600452192531	0.001	T21_sim_1000/293.snana.dat
294	0.0	0.0723559785617777	0.001	T21_sim_1000/294.snana.dat
295	0.0	0.0884864645756158	0.001	T21_sim_1000/295.snana.dat
296	0.0	0.0328577418504542	0.001	T21_sim_1000/296.snana.dat
297	0.0	0.0222488485507385	0.001	T21_sim_1000/297.snana.dat
298	0.0	0.029822895079056	0.001	T21_sim_1000/298.snana.dat
299	0.0	0.0052426783770479	0.001	T21_sim_1000/299.snana.dat
300	0.0	0.0326917180472586	0.001	T21_sim_1000/300.snana.dat
301	0.0	0.0246588978643633	0.001	T21_sim_1000/301.snana.dat
302	0.0	0.0536906927176973	0.001	T21_sim_1000/302.snana.dat
303	0.0	0.0341474038405352	0.001	T21_sim_1000/303.snana.dat
304	0.0	0.0772584595542181	0.001	T21_sim_1000/304.snana.dat
305	0.0	0.0657296117228117	0.001	T21_sim_1000/305.snana.dat
306	0.0	0.0103026847909448	0.001	T21_sim_1000/306.snana.dat
307	0.0	0.0059590706096639	0.001	T21_sim_1000/307.snana.dat
308	0.0	0.0983521053608756	0.001	T21_sim_1000/308.snana.dat
309	0.0	0.0790668675849511	0.001	T21_sim_1000/309.snana.dat
310	0.0	0.0497965714602947	0.001	T21_sim_1000/310.snana.dat
311	0.0	0.0774129324567206	0.001	T21_sim_1000/311.snana.dat
312	0.0	0.0372473829044411	0.001	T21_sim_1000/312.snana.dat
313	0.0	0.0352771770927135	0.001	T21_sim_1000/313.snana.dat
314	0.0	0.038899519800328	0.001	T21_sim_1000/314.snana.dat
315	0.0	0.0756327937519976	0.001	T21_sim_1000/315.snana.dat
316	0.0	0.0942638550585332	0.001	T21_sim_1000/316.snana.dat
317	0.0	0.0037202349226389	0.001	T21_sim_1000/317.snana.dat
318	0.0	0.0946632117355976	0.001	T21_sim_1000/318.snana.dat
319	0.0	0.0435167446054084	0.001	T21_sim_1000/319.snana.dat
320	0.0	0.0578107978312466	0.001	T21_sim_1000/320.snana.dat
321	0.0	0.0674193299869018	0.001	T21_sim_1000/321.snana.dat
322	0.0	0.0153645019818978	0.001	T21_sim_1000/322.snana.dat
323	0.0	0.0408064510604782	0.001	T21_sim_1000/323.snana.dat
324	0.0	0.0484558940623219	0.001	T21_sim_1000/324.snana.dat
325	0.0	0.0759607129814077	0.001	T21_sim_1000/325.snana.dat
326	0.0	0.0136930957087533	0.001	T21_sim_1000/326.snana.dat
327	0.0	0.0705464276047315	0.001	T21_sim_1000/327.snana.dat
328	0.0	0.0001947509784271	0.001	T21_sim_1000/328.snana.dat
329	0.0	0.0277682723195185	0.001	T21_sim_1000/329.snana.dat
330	0.0	0.0551059865102143	0.001	T21_sim_1000/330.snana.dat
331	0.0	0.085736495786011	0.001	T21_sim_1000/331.snana.dat
332	0.0	0.0562889367353631	0.001	T21_sim_1000/332.snana.dat
333	0.0	0.0386621328857801	0.001	T21_sim_1000/333.snana.dat
334	0.0	0.0762627943016701	0.001	T21_sim_1000/334.snana.dat
335	0.0	0.079351715310005	0.001	T21_sim_1000/335.snana.dat
336	0.0	0.0738043810831572	0.001	T21_sim_1000/336.snana.dat
337	0.0	0.0968918226170601	0.001	T21_sim_1000/337.snana.dat
338	0.0	0.0412952582668671	0.001	T21_sim_1000/338.snana.dat
339	0.0	0.0231319314420215	0.001	T21_sim_1000/339.snana.dat
340	0.0	0.0985758428137372	0.001	T21_sim_1000/340.snana.dat
341	0.0	0.0052869847491926	0.001	T21_sim_1000/341.snana.dat
342	0.0	0.0451941696092305	0.001	T21_sim_1000/342.snana.dat
343	0.0	0.0417002438736075	0.001	T21_sim_1000/343.snana.dat
344	0.0	0.0878632269542734	0.001	T21_sim_1000/344.snana.dat
345	0.0	0.0858051220771343	0.001	T21_sim_1000/345.snana.dat
346	0.0	0.0085788971722392	0.001	T21_sim_1000/346.snana.dat
347	0.0	0.0387495334841993	0.001	T21_sim_1000/347.snana.dat
348	0.0	0.0975045957639092	0.001	T21_sim_1000/348.snana.dat
349	0.0	0.0654544066722552	0.001	T21_sim_1000/349.snana.dat
350	0.0	0.083481974385072	0.001	T21_sim_1000/350.snana.dat
351	0.0	0.0143089074105627	0.001	T21_sim_1000/351.snana.dat
352	0.0	0.0387690550349306	0.001	T21_sim_1000/352.snana.dat
353	0.0	0.095180496179218	0.001	T21_sim_1000/353.snana.dat
354	0.0	0.0808029791829957	0.001	T21_sim_1000/354.snana.dat
355	0.0	0.0487621681804389	0.001	T21_sim_1000/355.snana.dat
356	0.0	0.0604691016130149	0.001	T21_sim_1000/356.snana.dat
357	0.0	0.0207727361116085	0.001	T21_sim_1000/357.snana.dat
358	0.0	0.0995895188863592	0.001	T21_sim_1000/358.snana.dat
359	0.0	0.0852998659946631	0.001	T21_sim_1000/359.snana.dat
360	0.0	0.0829908399773788	0.001	T21_sim_1000/360.snana.dat
361	0.0	0.0637023891850769	0.001	T21_sim_1000/361.snana.dat
362	0.0	0.0337534047971386	0.001	T21_sim_1000/362.snana.dat
363	0.0	0.0858844228061735	0.001	T21_sim_1000/363.snana.dat
364	0.0	0.0294701468193295	0.001	T21_sim_1000/364.snana.dat
365	0.0	0.0804371782001946	0.001	T21_sim_1000/365.snana.dat
366	0.0	0.0114143823521012	0.001	T21_sim_1000/366.snana.dat
367	0.0	0.0950096095345551	0.001	T21_sim_1000/367.snana.dat
368	0.0	0.0165946377367082	0.001	T21_sim_1000/368.snana.dat
369	0.0	0.0767741517655781	0.001	T21_sim_1000/369.snana.dat
370	0.0	0.0984248164710789	0.001	T21_sim_1000/370.snana.dat
371	0.0	0.0951447407674813	0.001	T21_sim_1000/371.snana.dat
372	0.0	0.0091260316994634	0.001	T21_sim_1000/372.snana.dat
373	0.0	0.0961530391388335	0.001	T21_sim_1000/373.snana.dat
374	0.0	0.0012402871589283	0.001	T21_sim_1000/374.snana.dat
375	0.0	0.0402422198918665	0.001	T21_sim_1000/375.snana.dat
376	0.0	0.0923085901727846	0.001	T21_sim_1000/376.snana.dat
377	0.0	0.0943996143128953	0.001	T21_sim_1000/377.snana.dat
378	0.0	0.0520062465794099	0.001	T21_sim_1000/378.snana.dat
379	0.0	0.0289025320280821	0.001	T21_sim_1000/379.snana.dat
380	0.0	0.0735314833802911	0.001	T21_sim_1000/380.snana.dat
381	0.0	0.0202573240050777	0.001	T21_sim_1000/381.snana.dat
382	0.0	0.0200425411016443	0.001	T21_sim_1000/382.snana.dat
383	0.0	0.0444867942393892	0.001	T21_sim_1000/383.snana.dat
384	0.0	0.0630362104332383	0.001	T21_sim_1000/384.snana.dat
385	0.0	0.0240678023767013	0.001	T21_sim_1000/385.snana.dat
386	0.0	0.0140281434032719	0.001	T21_sim_1000/386.snana.dat
