# 157 SNe Ia from Foundation DR1 (Foley+18; Jones+19) included in the
# Thorp+21 training set
#
#SN_name       #source           #Files
#----------------------------------------------------------------------------
PSNJ1602512    Foundation_DR1    Foundation_DR1/Foundation_DR1_PSNJ1602512.txt
PSNJ2352371    Foundation_DR1    Foundation_DR1/Foundation_DR1_PSNJ2352371.txt
PTSS-16efw     Foundation_DR1    Foundation_DR1/Foundation_DR1_PTSS-16efw.txt
PTSS17-niq     Foundation_DR1    Foundation_DR1/Foundation_DR1_PTSS17-niq.txt
SN2016aqb      Foundation_DR1    Foundation_DR1/Foundation_DR1_SN2016aqb.txt
SN2016ayg      Foundation_DR1    Foundation_DR1/Foundation_DR1_SN2016ayg.txt
SN2016esh      Foundation_DR1    Foundation_DR1/Foundation_DR1_SN2016esh.txt
SN2016gfr      Foundation_DR1    Foundation_DR1/Foundation_DR1_SN2016gfr.txt
SN2016gmb      Foundation_DR1    Foundation_DR1/Foundation_DR1_SN2016gmb.txt
SN2016hhv      Foundation_DR1    Foundation_DR1/Foundation_DR1_SN2016hhv.txt
SN2016hpx      Foundation_DR1    Foundation_DR1/Foundation_DR1_SN2016hpx.txt
SN2016ixf      Foundation_DR1    Foundation_DR1/Foundation_DR1_SN2016ixf.txt
SN2017cii      Foundation_DR1    Foundation_DR1/Foundation_DR1_SN2017cii.txt
SN2017ciy      Foundation_DR1    Foundation_DR1/Foundation_DR1_SN2017ciy.txt
SN2017cjv      Foundation_DR1    Foundation_DR1/Foundation_DR1_SN2017cjv.txt
SN2017ckx      Foundation_DR1    Foundation_DR1/Foundation_DR1_SN2017ckx.txt
SN2017coa      Foundation_DR1    Foundation_DR1/Foundation_DR1_SN2017coa.txt
SN2017cpu      Foundation_DR1    Foundation_DR1/Foundation_DR1_SN2017cpu.txt
SN2017hn       Foundation_DR1    Foundation_DR1/Foundation_DR1_SN2017hn.txt
SN2017jl       Foundation_DR1    Foundation_DR1/Foundation_DR1_SN2017jl.txt
SN2017mf       Foundation_DR1    Foundation_DR1/Foundation_DR1_SN2017mf.txt
SN2017ms       Foundation_DR1    Foundation_DR1/Foundation_DR1_SN2017ms.txt
iPTF16auf      Foundation_DR1    Foundation_DR1/Foundation_DR1_iPTF16auf.txt
